	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
3394	19.25	10.0	30	3.361924790021332e-12	3.243713414012955e-15
3395	19.75	2.0	30	2.42707739303241e-12	2.487616402836782e-15
3396	19.75	4.0	30	2.59199311503766e-12	9.984767312710908e-16
3397	19.75	6.0	30	2.776461410131543e-12	2.598983839756012e-15
3398	19.75	8.0	30	2.980201840894747e-12	4.608892107205045e-15
3399	19.75	10.0	30	3.200894184527907e-12	6.110380741255039e-15
3400	20.25	2.0	30	2.328167644369727e-12	2.471322400940965e-15
3401	20.25	4.0	30	2.480159434362535e-12	8.381247452068503e-15
3402	20.25	6.0	30	2.665003409772849e-12	5.345920972519067e-15
3403	20.25	8.0	30	2.853235122121122e-12	4.28802758551931e-15
3404	20.25	10.0	30	3.067060717435285e-12	1.020646594946395e-14
3405	20.75	2.0	30	2.223551258787732e-12	1.891114749060411e-15
3406	20.75	4.0	30	2.380064440757872e-12	4.978616528251502e-15
3407	20.75	6.0	30	2.542415218630868e-12	6.861807315716221e-15
3408	20.75	8.0	30	2.730690583973656e-12	9.535552972035288e-15
3409	20.75	10.0	30	2.932473244073769e-12	6.849679928985395e-15
3410	21.25	2.0	30	2.131793987135417e-12	1.782336149999512e-15
3411	21.25	4.0	30	2.278825209569712e-12	1.772749217602285e-15
3412	21.25	6.0	30	2.43220992693295e-12	3.274872823627708e-15
3413	21.25	8.0	30	2.612921418862519e-12	4.652849482725434e-15
3414	21.25	10.0	30	2.804981366547948e-12	7.467798261154289e-15
3415	21.75	2.0	30	2.040194130826957e-12	4.635795305467915e-15
3416	21.75	4.0	30	2.178136270676044e-12	2.320659675324968e-15
3417	21.75	6.0	30	2.333208903827191e-12	1.758684769081916e-15
3418	21.75	8.0	30	2.505558863080133e-12	5.248412687580844e-15
3419	21.75	10.0	30	2.695601513291766e-12	7.209330515029495e-15
3420	22.25	2.0	30	1.95709602590478e-12	7.25947293184667e-15
3421	22.25	4.0	30	2.086838016875142e-12	7.086360679338757e-15
3422	22.25	6.0	30	2.238180303222288e-12	6.919877206944298e-15
3423	22.25	8.0	30	2.399671249385143e-12	8.962143503910512e-15
3424	22.25	10.0	30	2.578126013780092e-12	7.494352200910338e-15
3425	22.75	2.0	30	1.878887056368271e-12	8.542260573935484e-15
3426	22.75	4.0	30	2.007083995896409e-12	1.68992094000669e-15
3427	22.75	6.0	30	2.146421708751957e-12	3.05888730819674e-15
3428	22.75	8.0	30	2.303089660429922e-12	2.318265651271009e-15
3429	22.75	10.0	30	2.47804292553757e-12	5.139254507292717e-15
3430	23.25	2.0	30	1.808613672107367e-12	5.868281338782987e-15
3431	23.25	4.0	30	1.929095936968507e-12	3.551720471208832e-15
3432	23.25	6.0	30	2.065977176769079e-12	5.016644968799673e-15
3433	23.25	8.0	30	2.20543129761e-12	1.528200839408669e-15
3434	23.25	10.0	30	2.375491458877932e-12	5.277276437297876e-15
3435	23.75	2.0	30	1.736750260591708e-12	2.64419420762468e-15
3436	23.75	4.0	30	1.850912100974295e-12	1.55348104253181e-15
3437	23.75	6.0	30	1.980746689205749e-12	3.674044267019762e-15
3438	23.75	8.0	30	2.126772569948187e-12	6.661770189813749e-15
3439	23.75	10.0	30	2.284293739246216e-12	4.984575578178001e-15
3440	24.25	2.0	30	1.667897582879561e-12	3.084841487205474e-15
3441	24.25	4.0	30	1.77697451081017e-12	1.293679950099693e-15
3442	24.25	6.0	30	1.904757408299423e-12	2.260486087667993e-15
3443	24.25	8.0	30	2.039883268593291e-12	3.542612351099682e-15
3444	24.25	10.0	30	2.197605506229691e-12	4.388215182319801e-15
3445	24.75	2.0	30	1.606156374819297e-12	4.388995354622555e-15
3446	24.75	4.0	30	1.716922541355831e-12	1.356410824716231e-15
3447	24.75	6.0	30	1.829549912840319e-12	3.083201725904709e-15
3448	24.75	8.0	30	1.967648145215247e-12	2.688564620767164e-15
3449	24.75	10.0	30	2.111648791575795e-12	4.870665990945809e-15
3450	25.25	2.0	30	1.541649154288407e-12	5.737427578637817e-15
3451	25.25	4.0	30	1.646045952079812e-12	1.265797916683928e-15
3452	25.25	6.0	30	1.763021426381588e-12	2.223771578617042e-15
3453	25.25	8.0	30	1.894976491892053e-12	6.269587309758988e-15
3454	25.25	10.0	30	2.030918530901548e-12	6.530600753461646e-15
3455	25.75	2.0	30	1.488211274912085e-12	4.22613643463789e-15
3456	25.75	4.0	30	1.58584450418971e-12	2.479706728306371e-15
3457	25.75	6.0	30	1.696109322698331e-12	1.578428820119239e-15
3458	25.75	8.0	30	1.823128954192581e-12	6.018988847261551e-15
3459	25.75	10.0	30	1.956642299325428e-12	8.387814390878051e-15
3460	26.25	2.0	30	1.436280085255534e-12	1.770125588362349e-15
3461	26.25	4.0	30	1.529345623925282e-12	1.851226351200598e-15
3462	26.25	6.0	30	1.637747914667933e-12	3.861406768735594e-15
3463	26.25	8.0	30	1.755487977782727e-12	6.170434711560975e-15
3464	26.25	10.0	30	1.889716967462015e-12	1.868293643311309e-15
3465	26.75	2.0	30	1.384463980766341e-12	2.100315109030357e-15
3466	26.75	4.0	30	1.476944833873192e-12	2.730004118070327e-15
3467	26.75	6.0	30	1.581760964975543e-12	4.174922912646353e-15
3468	26.75	8.0	30	1.69249009260764e-12	6.560679503764883e-16
3469	26.75	10.0	30	1.817389246822879e-12	2.668663525328012e-15
3470	27.25	2.0	30	1.336876925473031e-12	2.171850729235992e-15
3471	27.25	4.0	30	1.422321709554889e-12	3.098919287084401e-15
3472	27.25	6.0	30	1.526305788125426e-12	4.306701899755275e-15
3473	27.25	8.0	30	1.638113012440239e-12	4.40610460334121e-15
3474	27.25	10.0	30	1.7544852817269e-12	3.470520565919305e-15
3475	27.75	2.0	30	1.290284629327456e-12	2.442289399001508e-15
3476	27.75	4.0	30	1.377662050530109e-12	3.147463421349429e-15
3477	27.75	6.0	30	1.469608485158657e-12	5.15030435819563e-15
3478	27.75	8.0	30	1.577879816917763e-12	3.507139251693934e-15
3479	27.75	10.0	30	1.692582689868732e-12	4.663267043354474e-15
3480	28.25	2.0	30	1.247494112158723e-12	1.335453197207117e-15
3481	28.25	4.0	30	1.331429560884777e-12	2.163297826946018e-15
3482	28.25	6.0	30	1.424185560138874e-12	2.452261525234119e-15
3483	28.25	8.0	30	1.525352036336176e-12	4.48890557436979e-15
3484	28.25	10.0	30	1.640961039627833e-12	3.484947094813255e-15
3485	28.75	2.0	30	1.206395479231947e-12	1.51816406783875e-15
3486	28.75	4.0	30	1.288117853417898e-12	3.87021256525586e-15
3487	28.75	6.0	30	1.376406696233302e-12	2.576497714873917e-15
3488	28.75	8.0	30	1.475829698286038e-12	2.668943276770373e-15
3489	28.75	10.0	30	1.587902809021989e-12	2.579756062867972e-15
3490	29.25	2.0	30	1.168113125860391e-12	2.648126607106577e-15
3491	29.25	4.0	30	1.245224156443948e-12	4.720895153975052e-15
3492	29.25	6.0	30	1.332096261164642e-12	1.338168876674482e-15
3493	29.25	8.0	30	1.429438470478834e-12	2.348658823330619e-15
3494	29.25	10.0	30	1.53401252588433e-12	5.395427511768727e-15
3495	29.75	2.0	30	1.131902305501269e-12	2.392869685740907e-15
3496	29.75	4.0	30	1.208525216237069e-12	3.089723457015012e-15
3497	29.75	6.0	30	1.287806991184231e-12	1.60737648664531e-15
3498	29.75	8.0	30	1.38150086841139e-12	2.616851902055019e-15
3499	29.75	10.0	30	1.490298681740707e-12	3.648861559522872e-15
3500	30.25	2.0	30	1.097416439834493e-12	2.509120895844148e-15
3501	30.25	4.0	30	1.170789186705956e-12	3.51139859963271e-15
3502	30.25	6.0	30	1.252155722845709e-12	3.19727859968527e-15
3503	30.25	8.0	30	1.344218565459629e-12	2.449504664042111e-15
3504	30.25	10.0	30	1.441005191207269e-12	1.631064831429127e-15
3505	30.75	2.0	30	1.065238891604945e-12	2.360836490953543e-15
3506	30.75	4.0	30	1.134639215975552e-12	4.972495266689836e-15
3507	30.75	6.0	30	1.214116767989024e-12	1.424636722041532e-15
3508	30.75	8.0	30	1.302959871552965e-12	2.902116814653187e-15
3509	30.75	10.0	30	1.395940749869714e-12	4.691872710230579e-15
3510	31.25	2.0	30	1.030672334039219e-12	1.74409496226829e-15
3511	31.25	4.0	30	1.103299011549881e-12	1.69594418328893e-15
3512	31.25	6.0	30	1.1785501600035e-12	2.541916580100202e-15
3513	31.25	8.0	30	1.264645770549034e-12	1.843733101517299e-15
3514	31.25	10.0	30	1.357666333406252e-12	1.983519042481119e-15
3515	31.75	2.0	30	1.002988398608675e-12	1.469846268246304e-15
3516	31.75	4.0	30	1.072661223490495e-12	3.118594462284433e-15
3517	31.75	6.0	30	1.144705861074292e-12	1.177895476154715e-15
3518	31.75	8.0	30	1.227227217341667e-12	3.865274241592496e-15
3519	31.75	10.0	30	1.317381233559072e-12	1.637586728440438e-15
3520	32.25	2.0	30	9.739379921680127e-13	1.709389369340655e-15
3521	32.25	4.0	30	1.039527277835666e-12	3.353969188464066e-15
3522	32.25	6.0	30	1.112811395900084e-12	1.944782435118942e-15
3523	32.25	8.0	30	1.189981953294343e-12	1.325956426360195e-15
3524	32.25	10.0	30	1.279100203005531e-12	1.759878334148617e-15
3525	32.75	2.0	30	9.461693963844703e-13	1.587716697255403e-15
3526	32.75	4.0	30	1.012414799787863e-12	1.308827100049454e-15
3527	32.75	6.0	30	1.080914285089844e-12	2.751765025485316e-15
3528	32.75	8.0	30	1.159076955995806e-12	7.826373911344557e-16
3529	32.75	10.0	30	1.24583132991311e-12	3.021180047202142e-15
3530	33.25	2.0	30	9.233759191576115e-13	4.856946553756131e-15
3531	33.25	4.0	30	9.850562775891576e-13	1.914014211113266e-15
3532	33.25	6.0	30	1.051769958570073e-12	3.992660106668567e-15
3533	33.25	8.0	30	1.128776486530399e-12	1.651114295276187e-15
3534	33.25	10.0	30	1.212021424252308e-12	3.086411587926654e-15
3535	33.75	2.0	30	8.956337797343812e-13	1.317348762027261e-15
3536	33.75	4.0	30	9.574173179711443e-13	3.144026114193759e-15
3537	33.75	6.0	30	1.023201057887092e-12	1.292323019126899e-15
3538	33.75	8.0	30	1.097260347308652e-12	1.480140558325727e-15
3539	33.75	10.0	30	1.181026475328709e-12	1.946763309053786e-15
3540	34.25	2.0	30	8.745745169259783e-13	1.413515077378206e-15
3541	34.25	4.0	30	9.322771615846054e-13	1.582703708582807e-15
3542	34.25	6.0	30	9.97809566077588e-13	2.868261557889063e-15
3543	34.25	8.0	30	1.071207446491347e-12	3.503080531529644e-15
3544	34.25	10.0	30	1.149003696806987e-12	2.354694841011745e-15
3545	34.75	2.0	30	8.5034578215219e-13	1.550245644397121e-15
3546	34.75	4.0	30	9.079769946379746e-13	2.366151322484027e-15
3547	34.75	6.0	30	9.740980531479006e-13	1.314085934177349e-15
3548	34.75	8.0	30	1.042227149405512e-12	2.927937081581357e-15
3549	34.75	10.0	30	1.121485113628394e-12	2.304319114536256e-15
3550	35.25	2.0	30	8.323528115039552e-13	2.401263658833206e-15
3551	35.25	4.0	30	8.865473427852028e-13	1.92126372749602e-15
3552	35.25	6.0	30	9.477819115454904e-13	1.4221312918887e-15
3553	35.25	8.0	30	1.016635912075653e-12	2.362719371527055e-15
3554	35.25	10.0	30	1.094315754405919e-12	3.518390566051433e-15
3555	35.75	2.0	30	8.099019441431378e-13	1.303289289376654e-15
3556	35.75	4.0	30	8.66400824407566e-13	1.425029716248113e-15
3557	35.75	6.0	30	9.230637341059292e-13	2.506568062611315e-15
3558	35.75	8.0	30	9.911650511852132e-13	3.438744412142158e-15
3559	35.75	10.0	30	1.066414876820817e-12	2.370140945342837e-15
3560	36.25	2.0	30	7.926404918575315e-13	1.321607524206787e-15
3561	36.25	4.0	30	8.452013428895091e-13	2.266415160578128e-15
3562	36.25	6.0	30	9.03951659416494e-13	2.053796987217984e-15
3563	36.25	8.0	30	9.673768148106208e-13	1.843262298455895e-15
3564	36.25	10.0	30	1.041813107366628e-12	2.968896793595368e-15
3565	36.75	2.0	30	7.746382614831877e-13	1.279498987900943e-15
3566	36.75	4.0	30	8.260482608415904e-13	1.803200385985365e-15
3567	36.75	6.0	30	8.826714859994854e-13	1.520713800035247e-15
3568	36.75	8.0	30	9.484949104559007e-13	2.553035571588485e-15
3569	36.75	10.0	30	1.018163766883674e-12	1.560051356005094e-15
3570	37.25	2.0	30	7.581771140970214e-13	2.999404213585025e-15
3571	37.25	4.0	30	8.078965520314833e-13	1.604790711279415e-15
3572	37.25	6.0	30	8.638557225455455e-13	2.820013052439159e-15
3573	37.25	8.0	30	9.250955825778957e-13	2.383721979224385e-15
3574	37.25	10.0	30	9.967235324867776e-13	3.050604963074731e-15
3575	37.75	2.0	30	7.41042652340913e-13	1.596614493703112e-15
3576	37.75	4.0	30	7.910636927829325e-13	1.003804190698827e-15
3577	37.75	6.0	30	8.446245942347061e-13	2.964157826660497e-15
3578	37.75	8.0	30	9.069346140416793e-13	1.39838487133081e-15
3579	37.75	10.0	30	9.721852582973385e-13	3.501072231415998e-15
3580	38.25	2.0	30	7.264360958126226e-13	3.503233713325945e-15
3581	38.25	4.0	30	7.750800827003991e-13	2.096485302745888e-15
3582	38.25	6.0	30	8.290550261910565e-13	3.116879639220808e-15
3583	38.25	8.0	30	8.88890053490836e-13	1.795643803403169e-15
3584	38.25	10.0	30	9.54074556845715e-13	2.901820949371282e-15
3585	38.75	2.0	30	7.108374257726297e-13	2.469739613323857e-15
3586	38.75	4.0	30	7.577180962456071e-13	2.068905419878136e-15
3587	38.75	6.0	30	8.111057085373367e-13	1.547847819406706e-15
3588	38.75	8.0	30	8.671058864098826e-13	1.018817226128493e-15
3589	38.75	10.0	30	9.348513654429695e-13	2.578929309279e-15
3590	39.25	2.0	30	6.962123497921206e-13	2.306482830092089e-15
3591	39.25	4.0	30	7.43753106454884e-13	1.822617942135624e-15
3592	39.25	6.0	30	7.95132680998928e-13	2.146728917430442e-15
3593	39.25	8.0	30	8.530311027238644e-13	9.009300360989939e-16
3594	39.25	10.0	30	9.150196777530462e-13	3.016603656263742e-15
3595	39.75	2.0	30	6.830000434522759e-13	1.779150398473719e-15
3596	39.75	4.0	30	7.299468548260335e-13	3.152203999231808e-15
3597	39.75	6.0	30	7.794639016041081e-13	2.309971567340617e-15
3598	39.75	8.0	30	8.382605167616393e-13	1.025755317156973e-15
3599	39.75	10.0	30	8.964922886265077e-13	1.406327477381232e-15
3600	40.25	2.0	30	6.7213177063608e-13	2.261123858001854e-15
3601	40.25	4.0	30	7.163998755282411e-13	1.672267310029297e-15
3602	40.25	6.0	30	7.630715407547532e-13	3.440082120643456e-15
3603	40.25	8.0	30	8.203376554682314e-13	2.025928504789782e-15
3604	40.25	10.0	30	8.808605481361245e-13	2.464704496733231e-15
3605	40.75	2.0	30	6.570384170780475e-13	2.539557037182225e-15
3606	40.75	4.0	30	7.014004420493164e-13	1.563120937278178e-15
3607	40.75	6.0	30	7.49367146113104e-13	2.042368758163286e-15
3608	40.75	8.0	30	8.049321168585165e-13	1.328811794042374e-15
3609	40.75	10.0	30	8.650661010298224e-13	2.1464718666781e-15
3610	41.25	2.0	30	6.462891978832558e-13	1.018002792149358e-15
3611	41.25	4.0	30	6.906856161229306e-13	9.40428408511352e-16
3612	41.25	6.0	30	7.379829742708229e-13	1.032800419624001e-15
3613	41.25	8.0	30	7.913189966599441e-13	1.933805513397961e-15
3614	41.25	10.0	30	8.470757760176189e-13	8.617290477698716e-16
3615	41.75	2.0	30	6.347992005997265e-13	1.407962324071135e-15
3616	41.75	4.0	30	6.774481762407893e-13	1.544171578117647e-15
3617	41.75	6.0	30	7.255339339259812e-13	1.611363930950342e-15
3618	41.75	8.0	30	7.764095148060802e-13	8.111021303042583e-16
3619	41.75	10.0	30	8.329705675172419e-13	2.10111476707629e-15
3620	42.25	2.0	30	6.234282569376013e-13	2.389746074696464e-15
3621	42.25	4.0	30	6.644581033275657e-13	1.040102905599496e-15
3622	42.25	6.0	30	7.122912027717775e-13	1.645925142207957e-15
3623	42.25	8.0	30	7.629511643153333e-13	2.676186062433028e-15
3624	42.25	10.0	30	8.219078404527523e-13	1.165212717015889e-15
3625	42.75	2.0	30	6.14988677998053e-13	2.108326813382562e-15
3626	42.75	4.0	30	6.56572785136555e-13	1.636449393558958e-15
3627	42.75	6.0	30	7.00664955232641e-13	9.887555139989141e-16
3628	42.75	8.0	30	7.507984352059867e-13	2.484575286062401e-15
3629	42.75	10.0	30	8.074428254521314e-13	1.316049033698992e-15
3630	43.25	2.0	30	6.060384913044817e-13	2.604526217814146e-15
3631	43.25	4.0	30	6.441343273358384e-13	1.608165916584345e-15
3632	43.25	6.0	30	6.893945457397017e-13	1.503720809827094e-15
3633	43.25	8.0	30	7.382435694198968e-13	3.170633359070902e-15
3634	43.25	10.0	30	7.956340290268417e-13	1.706446178123223e-15
3635	43.75	2.0	30	5.950445507768034e-13	1.529902944178484e-15
3636	43.75	4.0	30	6.363257325897326e-13	2.823168444161891e-15
3637	43.75	6.0	30	6.801229142683389e-13	2.369467530679577e-15
3638	43.75	8.0	30	7.300420977231569e-13	2.08713688252251e-15
3639	43.75	10.0	30	7.827431674647884e-13	2.436989350719583e-15
3640	44.25	2.0	30	5.871208708633403e-13	1.650630249939016e-15
3641	44.25	4.0	30	6.26763081154937e-13	1.69229944623433e-15
3642	44.25	6.0	30	6.701898737891743e-13	4.681641651531674e-15
3643	44.25	8.0	30	7.180256188694176e-13	1.38929902794616e-15
3644	44.25	10.0	30	7.728524571621232e-13	2.40822595306979e-15
3645	44.75	2.0	30	5.774722362575305e-13	7.592975409562926e-16
3646	44.75	4.0	30	6.180668755203615e-13	1.708583211166875e-15
3647	44.75	6.0	30	6.60423508379976e-13	1.075143212869e-15
3648	44.75	8.0	30	7.080833186641438e-13	2.235869778227104e-15
3649	44.75	10.0	30	7.584959132387818e-13	1.746865209818219e-15
3650	45.25	2.0	30	5.731347159843676e-13	1.08515377259543e-15
3651	45.25	4.0	30	6.094328423325195e-13	1.585987638342742e-15
3652	45.25	6.0	30	6.527180934390874e-13	1.046321456429235e-15
3653	45.25	8.0	30	6.968261373513606e-13	1.720037838777175e-15
3654	45.25	10.0	30	7.504320146156647e-13	3.134418148636108e-15
3655	45.75	2.0	30	5.635733873675877e-13	8.456439431005722e-16
3656	45.75	4.0	30	5.998913559859735e-13	1.728318646816757e-15
3657	45.75	6.0	30	6.437903946517814e-13	2.48112095237785e-15
3658	45.75	8.0	30	6.898456266830224e-13	1.159560471781233e-15
3659	45.75	10.0	30	7.389737649645096e-13	2.218774504514708e-15
3660	46.25	2.0	30	5.55214500326991e-13	1.199018088806548e-15
3661	46.25	4.0	30	5.928182480565433e-13	7.609504167261031e-16
3662	46.25	6.0	30	6.352317620908286e-13	2.242177707082522e-15
3663	46.25	8.0	30	6.818571286867947e-13	2.011641618261111e-15
3664	46.25	10.0	30	7.306598537364435e-13	1.308698745740752e-15
3665	46.75	2.0	30	5.480726058607494e-13	2.575012648798251e-15
3666	46.75	4.0	30	5.884939559635363e-13	1.714526606124671e-15
3667	46.75	6.0	30	6.294259138203462e-13	8.627910864298628e-16
3668	46.75	8.0	30	6.719822922003168e-13	1.371173882530357e-15
3669	46.75	10.0	30	7.23200482946457e-13	2.045804956507549e-15
3670	47.25	2.0	30	5.441597101705951e-13	2.053372644357002e-15
3671	47.25	4.0	30	5.810729468960025e-13	1.23803234657905e-15
3672	47.25	6.0	30	6.196569027751166e-13	1.340676330730056e-15
3673	47.25	8.0	30	6.63544036078784e-13	1.478166515654544e-15
3674	47.25	10.0	30	7.128547232464245e-13	2.018139419947522e-15
3675	47.75	2.0	30	5.356328252420168e-13	7.308917690425042e-16
3676	47.75	4.0	30	5.736043163799068e-13	1.063254975846952e-15
3677	47.75	6.0	30	6.115731618817655e-13	1.269416493139366e-15
3678	47.75	8.0	30	6.572011236939667e-13	2.639676196324901e-15
3679	47.75	10.0	30	7.054284229068281e-13	1.38258130990431e-15
3680	48.25	2.0	30	5.307040053158794e-13	1.502739896849373e-15
3681	48.25	4.0	30	5.667309539708325e-13	9.109738437355337e-16
3682	48.25	6.0	30	6.073176563255698e-13	1.470525488239257e-15
3683	48.25	8.0	30	6.523119883082972e-13	1.943750430570021e-15
3684	48.25	10.0	30	6.995934726400025e-13	2.140965327121881e-15
3685	48.75	2.0	30	5.258804817037837e-13	5.90447325384965e-16
3686	48.75	4.0	30	5.601062813486918e-13	2.089140805141467e-15
3687	48.75	6.0	30	6.003569879274659e-13	2.510496710766672e-15
3688	48.75	8.0	30	6.431289856439798e-13	3.122443486551227e-15
3689	48.75	10.0	30	6.882370799760489e-13	1.53256026832799e-15
3690	8.25	2.0	40	2.480286424892032e-12	1.036770224034126e-14
3691	8.25	3.0	40	2.576460585898448e-12	4.139514462269823e-15
3692	8.25	5.0	40	2.816573220818679e-12	1.07216975861399e-14
3693	8.25	7.0	40	3.071771272388848e-12	2.140459620571e-15
3694	8.25	9.0	40	3.362557097032791e-12	1.096194964967189e-14
3695	8.25	11.0	40	3.696581874152755e-12	6.782338102220606e-15
3696	8.75	2.0	40	3.038929669515468e-12	5.149759587047761e-15
3697	8.75	3.0	40	3.159959581035066e-12	2.327307235694114e-15
3698	8.75	5.0	40	3.435511833411323e-12	7.835144199675696e-15
3699	8.75	7.0	40	3.736120904639134e-12	4.713632289409319e-15
3700	8.75	9.0	40	4.083133109036291e-12	1.315853821874617e-14
3701	8.75	11.0	40	4.481319851185072e-12	1.031248099476311e-14
3702	9.25	2.0	40	3.503423987514375e-12	9.177697156093444e-15
3703	9.25	3.0	40	3.629431663226689e-12	1.139912925779769e-14
3704	9.25	5.0	40	3.949027141432455e-12	1.389294762371101e-14
3705	9.25	7.0	40	4.283760949008782e-12	9.28338264796281e-15
3706	9.25	9.0	40	4.657619745032605e-12	3.705140925537734e-15
3707	9.25	11.0	40	5.07761181935059e-12	1.067890690107196e-14
3708	9.75	2.0	40	3.854035579731988e-12	1.140870489886281e-14
3709	9.75	3.0	40	4.011756494550373e-12	1.346255067750017e-14
3710	9.75	5.0	40	4.334672245975303e-12	6.666663161712699e-15
3711	9.75	7.0	40	4.708724173429403e-12	1.112657180919757e-14
3712	9.75	9.0	40	5.082303854851934e-12	1.182076415827316e-14
3713	9.75	11.0	40	5.547925213800137e-12	1.908834494136788e-14
3714	10.25	2.0	40	4.105302216159785e-12	7.576190099694266e-15
3715	10.25	3.0	40	4.261451623175634e-12	6.559322838703956e-15
3716	10.25	5.0	40	4.601694967786948e-12	1.404696939942472e-14
3717	10.25	7.0	40	4.97937538505785e-12	1.07592753526723e-14
3718	10.25	9.0	40	5.405920699825133e-12	1.140408257273284e-14
3719	10.25	11.0	40	5.85258343097371e-12	1.240946196120508e-14
3720	10.75	2.0	40	4.266328853199162e-12	6.862881854786072e-15
3721	10.75	3.0	40	4.424741601839708e-12	1.981585602490154e-14
3722	10.75	5.0	40	4.769257648641422e-12	5.005046240854352e-15
3723	10.75	7.0	40	5.135938834112582e-12	1.32577313555657e-14
3724	10.75	9.0	40	5.555676927371571e-12	1.110335336163866e-14
3725	10.75	11.0	40	6.051985018645737e-12	1.559883845756918e-14
3726	11.25	2.0	40	4.339601065901439e-12	4.389316421032289e-15
3727	11.25	3.0	40	4.491066374324038e-12	9.441154110219236e-15
3728	11.25	5.0	40	4.843106609998502e-12	3.808174735193979e-15
3729	11.25	7.0	40	5.227366724079012e-12	6.29951883729601e-15
3730	11.25	9.0	40	5.636792128088359e-12	6.316073942475686e-15
3731	11.25	11.0	40	6.123774352352522e-12	7.048919761230703e-15
3732	11.75	2.0	40	4.354980148150842e-12	1.70616542544837e-14
3733	11.75	3.0	40	4.515217062834905e-12	1.598877843320836e-14
3734	11.75	5.0	40	4.84879340464758e-12	2.982279647654088e-15
3735	11.75	7.0	40	5.22592352962399e-12	9.693483695589532e-15
3736	11.75	9.0	40	5.642612527357013e-12	1.160329837662582e-14
3737	11.75	11.0	40	6.122597044318635e-12	1.343311979381367e-14
3738	12.25	2.0	40	4.31280341854135e-12	1.378412924883334e-14
3739	12.25	3.0	40	4.466021460834621e-12	1.445330472235142e-14
3740	12.25	5.0	40	4.802837383967509e-12	6.631832960170051e-15
3741	12.25	7.0	40	5.166228721033864e-12	6.985744370068502e-15
3742	12.25	9.0	40	5.578138377276512e-12	1.250969071700189e-14
3743	12.25	11.0	40	6.035648216153037e-12	7.14733153325048e-15
3744	12.75	2.0	40	4.236599841116496e-12	9.725704462611023e-15
3745	12.75	3.0	40	4.378808069065903e-12	6.401328369317413e-15
3746	12.75	5.0	40	4.706979376466823e-12	6.382250058811489e-15
3747	12.75	7.0	40	5.069200019589369e-12	1.025739941095241e-14
3748	12.75	9.0	40	5.46277541813576e-12	2.908962737055489e-14
3749	12.75	11.0	40	5.913340462430365e-12	2.037561169728293e-14
3750	13.25	2.0	40	4.13987274217956e-12	1.665668325074752e-14
3751	13.25	3.0	40	4.281254208869214e-12	1.80429581027081e-14
3752	13.25	5.0	40	4.579344634595317e-12	5.35060815936527e-15
3753	13.25	7.0	40	4.927724632820607e-12	4.321905924508365e-15
3754	13.25	9.0	40	5.314090673181958e-12	1.454021120223215e-14
3755	13.25	11.0	40	5.759695149918053e-12	2.883707270486512e-14
3756	13.75	2.0	40	4.012704955067561e-12	8.019128366277431e-15
3757	13.75	3.0	40	4.159380339455659e-12	1.155414762804225e-14
3758	13.75	5.0	40	4.450981019997213e-12	2.810547205462619e-15
3759	13.75	7.0	40	4.786407984213717e-12	1.247735768943237e-14
3760	13.75	9.0	40	5.15968606312869e-12	4.467088345231346e-15
3761	13.75	11.0	40	5.564076821770651e-12	1.183277783055954e-14
3762	14.25	2.0	40	3.874787948760771e-12	1.210963149105976e-14
3763	14.25	3.0	40	4.009572522006613e-12	7.39295426739631e-15
3764	14.25	5.0	40	4.308750304141541e-12	1.230508147012762e-14
3765	14.25	7.0	40	4.622988369384113e-12	1.472731859150111e-14
3766	14.25	9.0	40	4.978502325167551e-12	1.091091989987728e-14
3767	14.25	11.0	40	5.37786372971419e-12	8.443683238845169e-15
3768	14.75	2.0	40	3.736560080220315e-12	8.069065997502886e-15
3769	14.75	3.0	40	3.869160680922395e-12	6.48884940290459e-15
3770	14.75	5.0	40	4.134260025339356e-12	1.818909764063726e-14
3771	14.75	7.0	40	4.452485064080954e-12	1.148370402681446e-14
3772	14.75	9.0	40	4.784139351316957e-12	1.656847112251556e-14
3773	14.75	11.0	40	5.17249094151973e-12	6.474505806996652e-15
3774	15.25	2.0	40	3.594689170864887e-12	1.343390864744455e-14
3775	15.25	3.0	40	3.715662201209815e-12	9.15650961207134e-15
3776	15.25	5.0	40	3.97054542209227e-12	1.302883919314091e-14
3777	15.25	7.0	40	4.277552964061555e-12	1.566814805152102e-14
3778	15.25	9.0	40	4.600810002534509e-12	8.629328136309819e-15
3779	15.25	11.0	40	4.966529499308327e-12	9.234139836632219e-15
3780	15.75	2.0	40	3.445487204066986e-12	3.257451293384147e-15
3781	15.75	3.0	40	3.566695696018692e-12	3.778270845873247e-15
3782	15.75	5.0	40	3.822891152372627e-12	1.057664006388522e-14
3783	15.75	7.0	40	4.105904098356885e-12	9.985941546928061e-15
3784	15.75	9.0	40	4.399314393943783e-12	4.424086753694838e-15
3785	15.75	11.0	40	4.745457506904689e-12	1.200484677370159e-14
3786	16.25	2.0	40	3.303386124376844e-12	3.840390779552119e-15
3787	16.25	3.0	40	3.417877346445316e-12	6.573251364020698e-15
3788	16.25	5.0	40	3.651518755633217e-12	7.341163279944373e-15
3789	16.25	7.0	40	3.918378770828943e-12	1.191378002793802e-14
3790	16.25	9.0	40	4.211054902417182e-12	1.42852432477306e-14
3791	16.25	11.0	40	4.544996342002164e-12	1.178362922345433e-14
