	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
1308	21.5	4.5	0	2.419890522753638e-12	6.572630894256035e-15
1309	21.5	5.5	0	2.502245203951045e-12	3.569360777240753e-15
1310	21.5	6.5	0	2.594018349419548e-12	1.891688964428383e-15
1311	21.5	7.5	0	2.685332477036638e-12	1.537994642979272e-15
1312	21.5	8.5	0	2.783411495985523e-12	3.630260938312319e-15
1313	21.5	9.5	0	2.882880796668805e-12	4.473264893233525e-15
1314	21.5	10.5	0	2.998551972407197e-12	5.518483697969527e-15
1315	22.5	2.5	0	2.08254282677848e-12	3.67997574374769e-15
1316	22.5	3.5	0	2.153119136364955e-12	3.065225578669108e-15
1317	22.5	4.5	0	2.227444312207652e-12	3.648219532250738e-15
1318	22.5	5.5	0	2.303616142000132e-12	4.166084102792614e-15
1319	22.5	6.5	0	2.387338617025675e-12	3.807567843550049e-15
1320	22.5	7.5	0	2.469072896573763e-12	8.988143644705579e-16
1321	22.5	8.5	0	2.563696714865892e-12	1.260325581192485e-15
1322	22.5	9.5	0	2.65025134326284e-12	2.792590081404108e-15
1323	22.5	10.5	0	2.752174471365065e-12	4.676118339434411e-15
1324	23.5	2.5	0	1.923723973007145e-12	4.990185749819729e-15
1325	23.5	3.5	0	1.98617024306972e-12	2.063213356111264e-15
1326	23.5	4.5	0	2.054279497057103e-12	4.281796339700946e-15
1327	23.5	5.5	0	2.125935226144308e-12	6.442184760976804e-15
1328	23.5	6.5	0	2.19874312972311e-12	3.905911047123327e-15
1329	23.5	7.5	0	2.27730000039772e-12	1.55333460309009e-15
1330	23.5	8.5	0	2.363570222921315e-12	3.384449647672258e-15
1331	23.5	9.5	0	2.450780969054002e-12	2.042665751396512e-15
1332	23.5	10.5	0	2.54188741424264e-12	5.136097453432996e-15
1333	24.5	2.5	0	1.77701684098667e-12	7.17608652531467e-15
1334	24.5	3.5	0	1.83806092395271e-12	3.340803196651963e-15
1335	24.5	4.5	0	1.897996485421677e-12	2.655095347912191e-15
1336	24.5	5.5	0	1.964387398806788e-12	8.616693724391205e-15
1337	24.5	6.5	0	2.035158162641557e-12	3.692085954325092e-15
1338	24.5	7.5	0	2.105468585806898e-12	4.048955001992053e-15
1339	24.5	8.5	0	2.183198695221758e-12	2.838754311350336e-15
1340	24.5	9.5	0	2.265731956851272e-12	4.780886847028411e-15
1341	24.5	10.5	0	2.348193786307947e-12	6.453474217322275e-15
1342	25.5	2.5	0	1.651224784610898e-12	3.640514063983667e-15
1343	25.5	3.5	0	1.704368998387755e-12	3.155247541228804e-15
1344	25.5	4.5	0	1.762378536826002e-12	3.07387956032751e-15
1345	25.5	5.5	0	1.82042114571464e-12	5.271996786438584e-15
1346	25.5	6.5	0	1.885916511303187e-12	4.845003328951853e-15
1347	25.5	7.5	0	1.951098369022035e-12	1.211866883919171e-15
1348	25.5	8.5	0	2.022325505072187e-12	5.254103272423629e-15
1349	25.5	9.5	0	2.098355793337e-12	3.566580026778946e-15
1350	25.5	10.5	0	2.175710222435425e-12	4.779729386533922e-15
1351	26.5	2.5	0	1.533171213626405e-12	2.940215911731344e-15
1352	26.5	3.5	0	1.58443041173103e-12	5.838029981657247e-15
1353	26.5	4.5	0	1.639609119615885e-12	3.297832448677662e-15
1354	26.5	5.5	0	1.69622043941164e-12	3.208304685571941e-15
1355	26.5	6.5	0	1.75135946275603e-12	4.628997976791874e-15
1356	26.5	7.5	0	1.816121987163933e-12	5.321217718655767e-15
1357	26.5	8.5	0	1.882282730214325e-12	5.130901710885608e-15
1358	26.5	9.5	0	1.949218644621862e-12	4.733137504330457e-15
1359	26.5	10.5	0	2.02213237364191e-12	3.739227259371912e-15
1360	27.5	2.5	0	1.428836588281735e-12	3.261903646515612e-15
1361	27.5	3.5	0	1.477800697129287e-12	4.041142715809125e-15
1362	27.5	4.5	0	1.525862644090197e-12	1.428306996847914e-15
1363	27.5	5.5	0	1.581890601141072e-12	2.585724977040603e-15
1364	27.5	6.5	0	1.6313190191121e-12	4.130768768655425e-15
1365	27.5	7.5	0	1.69168449643614e-12	4.912583277324413e-15
1366	27.5	8.5	0	1.751527460644013e-12	2.710632829466108e-15
1367	27.5	9.5	0	1.819442260383095e-12	6.898308285373341e-15
1368	27.5	10.5	0	1.88817456165582e-12	3.327448736319329e-15
1369	28.5	2.5	0	1.338568809714987e-12	1.251788496360174e-15
1370	28.5	3.5	0	1.383204658015487e-12	3.391372435509945e-15
1371	28.5	4.5	0	1.425750453851335e-12	2.168106394899284e-15
1372	28.5	5.5	0	1.477599628790918e-12	6.385325916302853e-15
1373	28.5	6.5	0	1.527676227589592e-12	2.201348832212278e-15
1374	28.5	7.5	0	1.57867879899919e-12	4.487238671266214e-15
1375	28.5	8.5	0	1.641424025933295e-12	4.467088345232732e-15
1376	28.5	9.5	0	1.70073654011691e-12	8.37411411846136e-15
1377	28.5	10.5	0	1.766128725900237e-12	2.00976648497981e-15
1378	29.5	2.5	0	1.254043384153975e-12	3.690573758520245e-15
1379	29.5	3.5	0	1.29745033451798e-12	3.700326884428424e-15
1380	29.5	4.5	0	1.337846551078472e-12	3.619775099669484e-15
1381	29.5	5.5	0	1.38361870005437e-12	1.795077207068134e-15
1382	29.5	6.5	0	1.430656785871208e-12	1.774302203246367e-15
1383	29.5	7.5	0	1.482101178498015e-12	8.843972536599459e-16
1384	29.5	8.5	0	1.537359255463807e-12	2.769081211764453e-15
1385	29.5	9.5	0	1.595585736056615e-12	5.164734198749251e-15
1386	29.5	10.5	0	1.653001329205855e-12	3.427253760807663e-15
1387	30.5	2.5	0	1.177040824647697e-12	2.824728298967754e-15
1388	30.5	3.5	0	1.215185604945635e-12	1.46086709832578e-15
1389	30.5	4.5	0	1.2576824565149e-12	3.84223842344813e-15
1390	30.5	5.5	0	1.303174168071495e-12	3.131862469227447e-15
1391	30.5	6.5	0	1.345029452903195e-12	2.571461594922489e-15
1392	30.5	7.5	0	1.39115876274331e-12	2.93933973139428e-15
1393	30.5	8.5	0	1.44386380093899e-12	4.124447296465583e-15
1394	30.5	9.5	0	1.499042508823845e-12	3.517825538849748e-15
1395	30.5	10.5	0	1.550445894092172e-12	3.840735837746269e-15
1396	31.5	2.5	0	1.10813523421493e-12	3.253092539190622e-15
1397	31.5	3.5	0	1.145383143898283e-12	3.74609730461541e-15
1398	31.5	4.5	0	1.183973713867475e-12	2.282607484308373e-15
1399	31.5	5.5	0	1.224959907262922e-12	1.724772761460694e-15
1400	31.5	6.5	0	1.266938214170075e-12	2.313391002582451e-15
1401	31.5	7.5	0	1.30882260099812e-12	3.201107356689179e-15
1402	31.5	8.5	0	1.364428579102015e-12	4.768151561024426e-15
1403	31.5	9.5	0	1.410598896300615e-12	2.585136602842596e-15
1404	31.5	10.5	0	1.462434843060042e-12	3.88141014784364e-15
1405	32.5	2.5	0	1.04353409360493e-12	3.301847041257353e-15
1406	32.5	3.5	0	1.08354801575891e-12	4.710348471548143e-15
1407	32.5	4.5	0	1.117209765801965e-12	3.555390981616076e-15
1408	32.5	5.5	0	1.15964709056053e-12	3.682485555192654e-15
1409	32.5	6.5	0	1.197813035946715e-12	3.773181275032254e-15
1410	32.5	7.5	0	1.238807166250257e-12	2.097313119700904e-15
1411	32.5	8.5	0	1.284066061836105e-12	1.935503515297345e-15
1412	32.5	9.5	0	1.334495853044948e-12	2.559357174485236e-15
1413	32.5	10.5	0	1.382486367833015e-12	3.877462495639794e-15
1414	33.5	2.5	0	9.92572529553815e-13	3.746692358211391e-15
1415	33.5	3.5	0	1.024677322792502e-12	9.60288134809176e-16
1416	33.5	4.5	0	1.05767369537371e-12	1.799693140485683e-15
1417	33.5	5.5	0	1.0958740340283e-12	2.506456363333348e-15
1418	33.5	6.5	0	1.134969920479453e-12	1.46969467047943e-15
1419	33.5	7.5	0	1.171704576772757e-12	3.916451700501609e-15
1420	33.5	8.5	0	1.214582399930517e-12	2.275765800488213e-15
1421	33.5	9.5	0	1.262248824304762e-12	5.685287368102472e-15
1422	33.5	10.5	0	1.310587240230935e-12	6.140474303638267e-15
1423	34.5	2.5	0	9.41696948673716e-13	2.177015533390337e-15
1424	34.5	3.5	0	9.733731488753501e-13	5.01540840717421e-15
1425	34.5	4.5	0	1.004417042065525e-12	2.110434436429267e-15
1426	34.5	5.5	0	1.039163502881375e-12	3.115099086561911e-15
1427	34.5	6.5	0	1.076716983526335e-12	1.014392424542427e-15
1428	34.5	7.5	0	1.114986108717738e-12	9.94471792030693e-16
1429	34.5	8.5	0	1.153075330659015e-12	2.321031131149562e-15
1430	34.5	9.5	0	1.19770588768745e-12	3.439893909647306e-15
1431	34.5	10.5	0	1.23775288029182e-12	1.865899403362071e-15
1432	35.5	2.5	0	8.946363749506165e-13	3.769172575315034e-16
1433	35.5	3.5	0	9.25376019997204e-13	5.260648172981795e-15
1434	35.5	4.5	0	9.59355246364003e-13	2.013915887630919e-15
1435	35.5	5.5	0	9.877892196093937e-13	2.242285923154788e-15
1436	35.5	6.5	0	1.021710241983505e-12	2.302347940614385e-15
1437	35.5	7.5	0	1.06036959848951e-12	4.280597402543639e-15
1438	35.5	8.5	0	1.100085886589982e-12	1.922926091576129e-15
1439	35.5	9.5	0	1.137317922457147e-12	2.845525145340111e-15
1440	35.5	10.5	0	1.18264560457981e-12	4.771406110349676e-15
1441	36.5	2.5	0	8.5645323293023e-13	2.547667367628157e-15
1442	36.5	3.5	0	8.80249406212916e-13	1.638064657880269e-15
1443	36.5	4.5	0	9.113753141200593e-13	3.022535827774825e-15
1444	36.5	5.5	0	9.44366395429203e-13	4.614141693715732e-15
1445	36.5	6.5	0	9.79291436677159e-13	2.904901535327002e-15
1446	36.5	7.5	0	1.011872444401468e-12	2.260520663971796e-15
1447	36.5	8.5	0	1.047177134419897e-12	5.577964545488962e-16
1448	36.5	9.5	0	1.087509855715643e-12	2.934489428514738e-15
1449	36.5	10.5	0	1.124523626610232e-12	1.555060209454875e-15
1450	37.5	2.5	0	8.170927828759567e-13	1.719011384816797e-15
1451	37.5	3.5	0	8.43629835086973e-13	1.805970402327149e-15
1452	37.5	4.5	0	8.728522078696628e-13	5.143354827640897e-15
1453	37.5	5.5	0	9.034820590209553e-13	4.08497512127641e-15
1454	37.5	6.5	0	9.331052456623734e-13	1.900301017944974e-15
1455	37.5	7.5	0	9.676334415056477e-13	4.724086694215818e-15
1456	37.5	8.5	0	1.003715948517259e-12	3.72093792674151e-15
1457	37.5	9.5	0	1.039791841438788e-12	3.64869275054917e-15
1458	37.5	10.5	0	1.076555599728433e-12	2.114701855848714e-15
1459	38.5	2.5	0	7.842220780062328e-13	1.686167712425717e-15
1460	38.5	3.5	0	8.11632190107547e-13	3.037922541828658e-15
1461	38.5	4.5	0	8.339388703046633e-13	2.767267840119948e-15
1462	38.5	5.5	0	8.642102377737273e-13	3.190271411341883e-15
1463	38.5	6.5	0	8.953983181276038e-13	3.123402760541077e-15
1464	38.5	7.5	0	9.265030609464978e-13	1.196782148428506e-15
1465	38.5	8.5	0	9.605193262177337e-13	2.941020830998177e-15
1466	38.5	9.5	0	9.937247040454054e-13	1.004361864900359e-15
1467	38.5	10.5	0	1.031813925986682e-12	2.590998574115357e-15
1468	39.5	2.5	0	7.533170807076953e-13	3.008506972527661e-15
1469	39.5	3.5	0	7.765669301499371e-13	2.49668575545195e-15
1470	39.5	4.5	0	8.024822578936192e-13	3.581073357626156e-15
1471	39.5	5.5	0	8.31063063938742e-13	3.121381142716861e-15
1472	39.5	6.5	0	8.592139541287938e-13	3.310643615366848e-15
1473	39.5	7.5	0	8.868476224747448e-13	2.556056393111561e-15
1474	39.5	8.5	0	9.209022494684338e-13	3.555525832925486e-15
1475	39.5	9.5	0	9.546089753240186e-13	3.159986778156242e-15
1476	39.5	10.5	0	9.92895297149622e-13	1.854223476874907e-15
1477	40.5	2.5	0	7.227692442733706e-13	3.592511365139137e-15
1478	40.5	3.5	0	7.469278696923317e-13	1.796049147941559e-15
1479	40.5	4.5	0	7.727810249892807e-13	2.3129754498703e-15
1480	40.5	5.5	0	8.012533599571242e-13	3.000178866574146e-15
1481	40.5	6.5	0	8.282547212916166e-13	2.253557575223352e-15
1482	40.5	7.5	0	8.586702759243811e-13	3.575215337962809e-15
1483	40.5	8.5	0	8.878053427180415e-13	2.829478153736107e-15
1484	40.5	9.5	0	9.173121213740866e-13	1.98103028374163e-15
1485	40.5	10.5	0	9.533681720253832e-13	1.803371817310141e-15
1486	41.5	2.5	0	6.984399753303964e-13	3.069979148650628e-15
1487	41.5	3.5	0	7.223194861480652e-13	1.63850969775873e-15
1488	41.5	4.5	0	7.481197287243902e-13	4.716108741108779e-15
1489	41.5	5.5	0	7.747718661027635e-13	2.922968483213672e-15
1490	41.5	6.5	0	7.990349941449575e-13	4.046516814291097e-15
1491	41.5	7.5	0	8.271726561548532e-13	1.332794130235861e-15
1492	41.5	8.5	0	8.545959964363231e-13	3.747158433092212e-15
1493	41.5	9.5	0	8.878701608008061e-13	2.416232992594445e-15
1494	41.5	10.5	0	9.206495912274532e-13	4.597010150295034e-15
1495	42.5	2.5	0	6.787048533556122e-13	1.321571333568241e-15
1496	42.5	3.5	0	6.959636600051874e-13	2.355309578085519e-15
1497	42.5	4.5	0	7.198299426427002e-13	3.803657951241113e-15
1498	42.5	5.5	0	7.457373334782889e-13	4.178265696005723e-15
1499	42.5	6.5	0	7.710335823906688e-13	3.683602061493993e-15
1500	42.5	7.5	0	8.000747291052217e-13	2.571008350294149e-15
1501	42.5	8.5	0	8.267295121196259e-13	3.303310820161023e-15
1502	42.5	9.5	0	8.601677059180437e-13	3.214683299847907e-15
1503	42.5	10.5	0	8.902975318594378e-13	3.614705377834373e-15
1504	43.5	2.5	0	6.551983772183435e-13	1.473340588367869e-15
1505	43.5	3.5	0	6.711012954019249e-13	3.530266970045563e-15
1506	43.5	4.5	0	6.982693318063837e-13	5.174729494111119e-15
1507	43.5	5.5	0	7.23318213749846e-13	4.221076429361471e-15
1508	43.5	6.5	0	7.468961220599573e-13	7.78583010540994e-16
1509	43.5	7.5	0	7.747586379226072e-13	2.14574402326237e-15
1510	43.5	8.5	0	8.018301086119272e-13	2.801498709550624e-15
1511	43.5	9.5	0	8.327853729950575e-13	2.767952366296493e-15
1512	43.5	10.5	0	8.602880823574635e-13	2.81840712786254e-15
1513	44.5	2.5	0	6.364474318471683e-13	1.790528209072779e-15
1514	44.5	3.5	0	6.546718956481335e-13	1.972144360784602e-15
1515	44.5	4.5	0	6.757205759124112e-13	2.074922600182017e-15
1516	44.5	5.5	0	7.014956849464398e-13	2.306848983273941e-15
1517	44.5	6.5	0	7.261318476690337e-13	1.144636398425627e-15
1518	44.5	7.5	0	7.529956359299038e-13	1.440049284562822e-15
1519	44.5	8.5	0	7.793990835213435e-13	2.632002332886437e-15
1520	44.5	9.5	0	8.093833994810213e-13	1.664828355404766e-15
1521	44.5	10.5	0	8.372207818013749e-13	3.477755734758988e-15
1522	45.5	2.5	0	6.183975800242626e-13	1.826511043381897e-16
1523	45.5	3.5	0	6.395745736360543e-13	4.598089036837912e-15
1524	45.5	4.5	0	6.578400447955028e-13	3.674003942364257e-15
1525	45.5	5.5	0	6.812049794051023e-13	1.548348174786131e-15
1526	45.5	6.5	0	7.062684123467363e-13	2.177541143849213e-15
1527	45.5	7.5	0	7.309217717035333e-13	2.994025903753695e-15
1528	45.5	8.5	0	7.558767335678872e-13	2.229556037023847e-15
1529	45.5	9.5	0	7.852128686999195e-13	3.305348221873583e-15
1530	45.5	10.5	0	8.152527430162528e-13	4.032625130441073e-15
1531	46.5	2.5	0	6.035714357053818e-13	2.018652654071109e-15
1532	46.5	3.5	0	6.208924148016898e-13	3.385387057814497e-15
1533	46.5	4.5	0	6.431871896366665e-13	2.756461167480625e-15
1534	46.5	5.5	0	6.685218002714991e-13	2.254807882489076e-15
1535	46.5	6.5	0	6.898906024955531e-13	1.597855384375808e-15
1536	46.5	7.5	0	7.145227967641002e-13	1.332301257748535e-15
1537	46.5	8.5	0	7.38158909066898e-13	2.3070310267597e-15
1538	46.5	9.5	0	7.637752799390543e-13	8.288838626092737e-16
1539	46.5	10.5	0	7.92744994480764e-13	2.895012135025742e-15
1540	47.5	2.5	0	5.87529621630162e-13	2.839004564349234e-15
1541	47.5	3.5	0	6.065570359665983e-13	1.420405167187221e-15
1542	47.5	4.5	0	6.292169085738808e-13	3.183848286700981e-15
1543	47.5	5.5	0	6.501809284851604e-13	9.955562718409478e-16
1544	47.5	6.5	0	6.70611852736152e-13	1.485848331325918e-15
1545	47.5	7.5	0	6.949768377655475e-13	2.057740261815976e-15
1546	47.5	8.5	0	7.199648700802918e-13	1.526373793866156e-15
1547	47.5	9.5	0	7.464344585725117e-13	1.212575163863943e-15
1548	47.5	10.5	0	7.755457146418914e-13	4.445962553507457e-15
1549	48.5	2.5	0	5.746519882482645e-13	3.444501271884394e-15
1550	48.5	3.5	0	5.945484940209523e-13	2.719720702940572e-15
1551	48.5	4.5	0	6.156090796473707e-13	2.611596562496062e-15
1552	48.5	5.5	0	6.342422942151577e-13	2.477089203573635e-15
1553	48.5	6.5	0	6.583440384594477e-13	1.325569261639834e-15
1554	48.5	7.5	0	6.816653200745321e-13	1.273672494458176e-15
1555	48.5	8.5	0	7.050871358588027e-13	2.244923115956196e-15
1556	48.5	9.5	0	7.293211619046529e-13	3.670644010587856e-15
1557	48.5	10.5	0	7.570196483333687e-13	4.809686750663354e-15
1558	8.25	3.0	2	2.696211332396959e-12	3.317396556631544e-15
1559	8.25	5.0	2	2.946569192848036e-12	9.339733718443088e-15
1560	8.25	7.0	2	3.219809159333018e-12	4.777637535170703e-15
1561	8.25	9.0	2	3.519685389380186e-12	3.198873377984679e-15
1562	8.25	11.0	2	3.868451650466031e-12	1.852124536893212e-14
1563	8.75	3.0	2	3.304333262076016e-12	1.775481511294292e-14
1564	8.75	5.0	2	3.583282511116341e-12	1.02556741088429e-14
1565	8.75	7.0	2	3.912643031913288e-12	3.705344942961687e-15
1566	8.75	9.0	2	4.272260369181127e-12	6.901918322105603e-15
1567	8.75	11.0	2	4.67754402998362e-12	5.769045199566242e-15
1568	9.25	3.0	2	3.809489683056551e-12	1.685791549480608e-14
1569	9.25	5.0	2	4.12172764745953e-12	5.754603810669644e-15
1570	9.25	7.0	2	4.479125296097187e-12	7.99863707302639e-15
1571	9.25	9.0	2	4.87452882914114e-12	1.150337027909759e-14
1572	9.25	11.0	2	5.32878718133531e-12	1.071357380325142e-14
1573	9.75	3.0	2	4.189500905670943e-12	1.273455726723097e-14
1574	9.75	5.0	2	4.538660043707424e-12	2.070816032494801e-14
1575	9.75	7.0	2	4.923369915913242e-12	8.404206998089069e-15
1576	9.75	9.0	2	5.339581376342633e-12	1.294845377017581e-14
1577	9.75	11.0	2	5.811311508886891e-12	2.582040920680824e-14
1578	10.25	3.0	2	4.458488012235762e-12	1.021501815745261e-14
1579	10.25	5.0	2	4.815659458992751e-12	1.816004213529882e-14
1580	10.25	7.0	2	5.212320991969542e-12	4.0353180233103e-15
1581	10.25	9.0	2	5.657573599113486e-12	1.100206121639604e-14
1582	10.25	11.0	2	6.1466458758423e-12	2.259752635756078e-14
1583	10.75	3.0	2	4.626615536382897e-12	1.617913091458827e-14
1584	10.75	5.0	2	4.978723235776157e-12	8.162446894918932e-15
1585	10.75	7.0	2	5.386488503175921e-12	8.5057918441148e-15
1586	10.75	9.0	2	5.839527217159705e-12	1.200069369169518e-14
1587	10.75	11.0	2	6.340756191451915e-12	7.724456834560182e-15
1588	11.25	3.0	2	4.700464497739977e-12	1.195186742747577e-14
1589	11.25	5.0	2	5.071971323332059e-12	1.573236425234416e-14
1590	11.25	7.0	2	5.463476511684027e-12	1.158015169660014e-14
1591	11.25	9.0	2	5.907162902297498e-12	1.862264060565923e-14
1592	11.25	11.0	2	6.426514483403471e-12	6.810341985519964e-15
1593	11.75	3.0	2	4.720568685941114e-12	1.276642796413064e-14
1594	11.75	5.0	2	5.060448255598138e-12	1.666954695110324e-14
1595	11.75	7.0	2	5.470580044427818e-12	1.009023754759516e-14
1596	11.75	9.0	2	5.902731461945227e-12	1.31577953608457e-14
1597	11.75	11.0	2	6.400970867522173e-12	1.252772215890235e-14
1598	12.25	3.0	2	4.662007532390361e-12	7.90586050261226e-15
1599	12.25	5.0	2	5.013037135100905e-12	8.86743042559625e-15
1600	12.25	7.0	2	5.406251404329033e-12	2.382377251007672e-14
1601	12.25	9.0	2	5.849130875952986e-12	1.558085716787044e-14
1602	12.25	11.0	2	6.320318653110846e-12	7.123527519265447e-15
1603	12.75	3.0	2	4.577912022684419e-12	7.459915981898114e-15
1604	12.75	5.0	2	4.928266988207003e-12	1.177059654796825e-14
1605	12.75	7.0	2	5.29358699394011e-12	1.841298689721068e-14
1606	12.75	9.0	2	5.713356834831473e-12	1.227369836451087e-14
1607	12.75	11.0	2	6.183208565793574e-12	9.668547972650536e-15
1608	13.25	3.0	2	4.479904435908377e-12	4.426366250024275e-15
1609	13.25	5.0	2	4.802772565884744e-12	1.4461652442292e-14
1610	13.25	7.0	2	5.161708651874548e-12	7.012810638453543e-15
1611	13.25	9.0	2	5.575810217569051e-12	1.297534563251942e-14
1612	13.25	11.0	2	6.01876905827394e-12	1.852675777225002e-14
1613	13.75	3.0	2	4.33625830477601e-12	1.493921834348151e-14
1614	13.75	5.0	2	4.652873473992621e-12	9.526310347483188e-15
1615	13.75	7.0	2	5.010199690457436e-12	1.149340621461498e-14
1616	13.75	9.0	2	5.386197483212489e-12	8.833202523389434e-15
1617	13.75	11.0	2	5.814234936701373e-12	1.170958228462501e-14
1618	14.25	3.0	2	4.194243208256882e-12	7.224115439107235e-15
1619	14.25	5.0	2	4.490938060976524e-12	4.521134217848968e-15
1620	14.25	7.0	2	4.832133834559073e-12	1.020638731305706e-14
1621	14.25	9.0	2	5.197781899160048e-12	1.807076464664635e-14
1622	14.25	11.0	2	5.618881172157092e-12	1.879970919055997e-14
1623	14.75	3.0	2	4.03931343945142e-12	1.151811801133145e-14
1624	14.75	5.0	2	4.336018874715185e-12	1.081907626942651e-14
1625	14.75	7.0	2	4.646615221960801e-12	1.582932537844017e-14
1626	14.75	9.0	2	5.015382491442569e-12	1.179667598088751e-14
1627	14.75	11.0	2	5.401595084914111e-12	3.61591766194467e-15
1628	15.25	3.0	2	3.883051592904245e-12	1.303227911410564e-14
1629	15.25	5.0	2	4.157680518305609e-12	7.280699349482596e-15
1630	15.25	7.0	2	4.456318590690171e-12	1.750818541773747e-14
1631	15.25	9.0	2	4.806767476291865e-12	1.267423053721029e-14
1632	15.25	11.0	2	5.181332657136021e-12	1.88040238116756e-14
1633	15.75	3.0	2	3.729154944968969e-12	9.502680114437115e-15
1634	15.75	5.0	2	3.990972377889216e-12	2.233167624907932e-14
1635	15.75	7.0	2	4.280733018571065e-12	4.937040152075336e-15
1636	15.75	9.0	2	4.608926813878251e-12	5.125106881442073e-15
1637	15.75	11.0	2	4.971267833440217e-12	1.123810330276257e-14
1638	16.25	3.0	2	3.566284299615839e-12	5.542104012917494e-15
1639	16.25	5.0	2	3.814766404120791e-12	5.277522465072782e-15
1640	16.25	7.0	2	4.099820458303126e-12	7.992231308360095e-15
1641	16.25	9.0	2	4.406203630169045e-12	1.224548863142003e-14
1642	16.25	11.0	2	4.753284621103012e-12	5.742585659752619e-15
1643	16.75	3.0	2	3.413100650590973e-12	3.996370204441015e-15
1644	16.75	5.0	2	3.653133916430267e-12	1.365872746861491e-14
1645	16.75	7.0	2	3.934912673205968e-12	1.042201161067729e-14
1646	16.75	9.0	2	4.228645736388674e-12	1.094889399521765e-14
1647	16.75	11.0	2	4.542293824796287e-12	7.633839772776911e-15
1648	17.25	3.0	2	3.270135770736642e-12	3.515769254212431e-15
1649	17.25	5.0	2	3.502118366132976e-12	1.079733040877594e-14
1650	17.25	7.0	2	3.742998235502256e-12	1.007983670748318e-14
1651	17.25	9.0	2	4.030183349507726e-12	4.71067339028714e-15
1652	17.25	11.0	2	4.34322029599213e-12	7.634347101621661e-15
1653	17.75	3.0	2	3.129906478538578e-12	6.390883444626483e-15
1654	17.75	5.0	2	3.345958376573001e-12	6.268341093387858e-15
